Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Temperature,Humidity
2017-01-03,Mildura,12.8,32.7,0.0,10.4,11.5,SE,37.0,SE,ESE,24.0,13.0,58.0,25.0,1017.8,1014.3,0.0,1.0,17.0,30.2,No,No,31,60
2017-01-03,Nhil,9.4,30.6,0.0,,,SSE,39.0,SSE,SSE,22.0,20.0,58.0,20.0,1019.7,1016.1,,,16.1,27.7,No,No,31,60
2017-01-03,Portland,13.1,18.1,0.2,,,SE,41.0,SE,SE,17.0,24.0,65.0,64.0,1023.0,1021.5,8.0,8.0,15.0,17.3,No,No,31,60
2017-01-03,Watsonia,,23.3,0.4,4.0,9.0,,,SSW,SW,9.0,17.0,70.0,52.0,1022.0,1019.0,7.0,1.0,15.8,22.5,No,No,31,60
2017-01-03,Dartmoor,13.0,22.3,0.0,,,ESE,44.0,SE,SE,22.0,28.0,63.0,51.0,1022.5,1020.3,,,15.8,21.4,No,No,31,60
2017-01-03,Brisbane,22.3,26.8,98.0,9.2,0.0,SE,37.0,SSE,SSE,13.0,13.0,81.0,73.0,1012.5,1012.0,8.0,8.0,24.2,24.7,Yes,No,31,60
2017-01-03,Cairns,24.3,32.0,15.2,,,N,31.0,W,NW,7.0,6.0,80.0,90.0,1006.1,1003.7,8.0,8.0,28.1,27.4,Yes,Yes,31,60
2017-01-03,GoldCoast,21.7,26.2,33.8,,,SSE,57.0,S,SSE,33.0,43.0,100.0,98.0,1012.5,1012.4,,,22.5,23.2,Yes,Yes,31,60
2017-01-03,Townsville,24.2,34.4,0.4,6.2,,NNW,39.0,WNW,NNE,7.0,26.0,56.0,48.0,1005.6,1002.4,,,31.3,32.8,No,No,31,60
2017-01-03,Adelaide,13.6,27.8,0.0,,,SE,26.0,WSW,ENE,9.0,7.0,56.0,28.0,1019.9,1016.3,,,18.5,27.3,No,No,31,60
2017-01-03,MountGambier,12.7,23.3,0.0,,,S,48.0,SE,S,28.0,30.0,68.0,60.0,1022.3,1019.3,1.0,,17.1,22.5,No,No,31,60
2017-01-03,Nuriootpa,10.8,27.0,0.0,8.0,12.8,SSE,39.0,ESE,SE,20.0,17.0,66.0,23.0,1018.7,1015.6,1.0,,15.1,25.3,No,No,31,60
2017-01-03,Woomera,17.4,32.4,0.0,,,SSE,44.0,SE,SE,28.0,19.0,50.0,20.0,1015.8,1011.8,,,22.1,30.1,No,No,31,60
2017-01-03,Albany,16.5,,0.0,,,,,E,,13.0,,56.0,,1013.7,1011.2,6.0,,24.0,,No,No,31,60
2017-01-03,Witchcliffe,13.5,34.2,0.0,,,SE,46.0,ENE,SSE,6.0,22.0,47.0,38.0,1012.5,1011.0,,,25.4,29.9,No,No,31,60
2017-01-03,PearceRAAF,18.4,41.4,0.0,,13.3,E,41.0,NE,NNW,13.0,7.0,24.0,11.0,1010.6,1006.8,,,31.7,40.1,No,No,31,60
2017-01-03,PerthAirport,18.7,40.2,0.0,12.2,13.3,E,43.0,NE,E,24.0,7.0,23.0,8.0,1010.8,1007.3,0.0,0.0,31.5,39.6,No,No,31,60
2017-01-03,Perth,18.2,40.0,0.0,12.2,13.3,SW,35.0,NE,SSW,11.0,17.0,27.0,15.0,1010.7,1007.4,0.0,0.0,31.8,38.4,No,No,31,60
2017-01-03,SalmonGums,13.5,34.2,0.0,,,SE,43.0,NNE,SSE,15.0,7.0,46.0,14.0,,,,,24.0,33.0,No,No,31,60
2017-01-03,Walpole,14.6,27.7,0.0,,,SSW,30.0,ENE,S,11.0,17.0,60.0,72.0,1012.5,1011.8,,,24.4,23.7,No,No,31,60
2017-01-03,Hobart,10.0,20.8,0.2,4.4,6.5,SSE,44.0,NW,SE,20.0,26.0,61.0,73.0,1021.4,1021.7,6.0,4.0,15.4,16.1,No,No,31,60
2017-01-03,Launceston,14.4,24.2,0.0,,,NW,37.0,N,NNW,2.0,9.0,75.0,54.0,,,7.0,6.0,17.3,23.4,No,No,31,60
2017-01-03,AliceSprings,18.1,33.8,0.0,12.0,,ESE,39.0,SE,SE,28.0,17.0,32.0,25.0,1008.1,1004.4,,,26.7,32.2,No,No,31,60
2017-01-03,Darwin,24.3,29.3,20.8,4.6,0.0,NW,48.0,WNW,WNW,13.0,28.0,94.0,87.0,1000.7,998.8,8.0,8.0,26.0,28.1,Yes,Yes,31,60
2017-01-03,Katherine,24.6,34.3,6.4,4.0,,NE,43.0,NE,NNE,15.0,9.0,79.0,,1001.4,997.8,6.0,,28.5,,Yes,Yes,31,60
2017-01-03,Uluru,21.6,35.3,0.0,,,E,52.0,E,ESE,30.0,22.0,30.0,21.0,1008.9,1005.6,2.0,,27.8,33.2,No,No,31,60
2017-01-04,Albury,16.2,33.0,0.0,,,NNW,26.0,SE,NE,13.0,9.0,53.0,29.0,1018.4,1015.4,,,23.9,31.2,No,No,29,75
2017-01-04,BadgerysCreek,17.6,28.1,0.6,,,,,E,E,19.0,17.0,58.0,46.0,1021.4,1019.3,,,23.1,26.5,No,,29,75
2017-01-04,Cobar,21.0,35.3,0.0,,,ENE,41.0,ENE,N,31.0,11.0,,,1013.6,1011.5,,,24.1,33.4,No,No,29,75
2017-01-04,CoffsHarbour,19.6,26.5,4.6,,,SSW,35.0,WSW,SE,11.0,20.0,93.0,67.0,1018.8,1017.5,8.0,8.0,19.8,26.3,Yes,Yes,29,75
2017-01-04,Moree,20.1,35.8,0.0,,,NE,50.0,E,SE,30.0,15.0,40.0,20.0,1015.1,1011.2,,,26.0,34.1,No,No,29,75
2017-01-04,Newcastle,20.0,26.0,0.0,,,,,SE,,19.0,,62.0,,,,6.0,,23.0,,No,Yes,29,75
2017-01-04,NorahHead,20.1,27.1,0.0,,,E,37.0,SE,SSE,22.0,15.0,64.0,57.0,1020.8,1019.9,,,23.3,25.8,No,Yes,29,75
2017-01-04,NorfolkIsland,19.1,24.7,1.4,6.2,,SE,20.0,SE,ESE,6.0,7.0,75.0,84.0,1015.0,1014.6,8.0,8.0,23.2,22.2,Yes,Yes,29,75
2017-01-04,Penrith,18.4,27.2,2.4,,,E,31.0,SE,ESE,11.0,13.0,70.0,42.0,,,,,22.0,26.4,Yes,No,29,75
2017-01-04,Richmond,18.0,27.8,0.0,5.4,,SE,35.0,ESE,SSE,22.0,22.0,57.0,42.0,1021.3,1019.0,8.0,5.0,22.6,26.4,No,No,29,75
2017-01-04,Sydney,20.1,25.9,1.2,7.8,5.6,ESE,31.0,ESE,ESE,22.0,22.0,53.0,45.0,1021.4,1020.0,7.0,7.0,24.0,23.7,Yes,Yes,29,75
2017-01-04,SydneyAirport,19.4,26.0,1.4,7.8,5.6,ESE,33.0,E,SE,24.0,24.0,56.0,43.0,1021.5,1020.2,7.0,7.0,22.3,24.6,Yes,Yes,29,75
2017-01-04,WaggaWagga,18.4,30.4,0.0,11.4,,ENE,44.0,ENE,NE,30.0,17.0,46.0,29.0,1018.6,1016.1,,,23.1,28.8,No,No,29,75
2017-01-04,Williamtown,19.0,25.6,3.4,,,SSE,37.0,ESE,SSE,20.0,24.0,64.0,61.0,1020.4,1019.2,,7.0,23.0,24.1,Yes,No,29,75
2017-01-04,Wollongong,18.3,25.0,3.6,,,SE,30.0,SE,ESE,19.0,15.0,65.0,57.0,1022.1,1020.7,1.0,,21.6,23.4,Yes,Yes,29,75
2017-01-04,Canberra,11.0,25.1,0.0,,,E,37.0,ENE,E,13.0,15.0,68.0,46.0,1021.0,1018.5,8.0,8.0,17.4,22.8,No,No,29,75
2017-01-04,Tuggeranong,13.1,24.7,0.0,,,ENE,31.0,NNE,ENE,7.0,15.0,68.0,48.0,1020.6,1018.1,,,17.6,22.8,No,No,29,75
2017-01-04,MountGinini,7.1,16.1,0.0,,,ENE,31.0,ENE,NE,15.0,15.0,97.0,72.0,,,,,9.1,14.9,No,No,29,75
2017-01-04,Ballarat,11.4,31.4,0.0,,,SE,46.0,N,N,24.0,19.0,57.0,26.0,1017.6,1015.3,,,20.8,29.7,No,No,29,75
2017-01-04,Bendigo,14.1,33.9,0.0,,,NNE,35.0,ENE,NE,13.0,9.0,55.0,29.0,1017.6,1014.6,,,21.9,30.9,No,No,29,75
2017-01-04,Sale,14.5,25.9,0.0,,,E,44.0,ENE,E,20.0,30.0,76.0,57.0,1020.3,1018.4,7.0,,19.6,24.7,No,No,29,75
2017-01-04,MelbourneAirport,14.7,30.2,0.0,6.0,12.7,NNE,39.0,NW,S,9.0,22.0,68.0,42.0,1018.7,1015.3,1.0,3.0,19.3,28.8,No,No,29,75
2017-01-04,Melbourne,13.3,29.3,0.0,6.0,12.7,SSW,30.0,NW,SSW,6.0,11.0,72.0,60.0,1019.0,1015.4,1.0,3.0,18.7,26.7,No,No,29,75
2017-01-04,Mildura,16.9,39.3,0.0,9.0,,NE,50.0,ESE,SSE,17.0,11.0,43.0,20.0,1014.1,1011.4,6.0,2.0,24.3,36.6,No,No,29,75
2017-01-04,Nhil,12.5,35.0,0.0,,,SSE,33.0,ESE,NE,22.0,9.0,51.0,22.0,1016.5,1013.3,,,20.3,33.7,No,No,29,75
2017-01-04,Portland,14.4,21.7,0.0,,,SE,33.0,ESE,SE,17.0,19.0,75.0,67.0,1019.4,1017.4,6.0,,17.3,20.9,No,No,29,75
2017-01-04,Watsonia,13.4,33.7,0.0,6.0,12.7,SW,26.0,ENE,N,4.0,9.0,75.0,34.0,1018.9,1014.9,1.0,3.0,19.1,30.6,No,No,29,75
2017-01-04,Dartmoor,13.4,30.2,0.0,,,ESE,35.0,SE,ESE,20.0,7.0,71.0,36.0,1018.7,1016.0,,,17.1,28.3,No,No,29,75
2017-01-04,Brisbane,22.4,29.6,0.6,2.8,4.1,E,43.0,ESE,ESE,15.0,20.0,57.0,45.0,1015.4,1013.7,7.0,7.0,26.6,28.1,No,No,29,75
2017-01-04,Cairns,24.6,32.5,13.4,,,NNE,35.0,SW,NNE,2.0,15.0,79.0,75.0,1006.5,1003.9,,7.0,28.1,30.0,Yes,Yes,29,75
2017-01-04,GoldCoast,21.1,28.6,14.6,,,SSE,54.0,SSE,SSE,39.0,39.0,76.0,76.0,1015.8,1014.4,,,25.9,27.3,Yes,No,29,75
2017-01-04,Townsville,25.6,33.6,0.0,8.0,,ENE,39.0,SE,ENE,11.0,28.0,70.0,68.0,1006.6,1003.7,8.0,3.0,29.7,30.5,No,Yes,29,75
2017-01-04,Adelaide,18.5,33.3,0.0,,,SE,39.0,WSW,ESE,6.0,15.0,43.0,27.0,1015.0,1012.8,,,25.7,32.8,No,No,29,75
2017-01-04,MountGambier,10.2,28.2,0.0,,,S,39.0,SE,S,19.0,22.0,80.0,58.0,1018.6,1015.7,1.0,,18.4,26.4,No,No,29,75
2017-01-04,Nuriootpa,15.1,32.7,0.0,10.4,12.6,SE,46.0,ESE,E,13.0,15.0,42.0,22.0,1014.8,1012.5,5.0,,22.6,31.3,No,No,29,75
2017-01-04,Woomera,19.9,37.6,0.0,,,SE,35.0,SSE,SSW,26.0,20.0,37.0,16.0,1011.6,1008.8,,,25.9,35.3,No,No,29,75
2017-01-04,Albany,,25.8,0.0,,,,,,,,,,,1012.7,1008.5,,,,,No,No,29,75
2017-01-04,Witchcliffe,17.7,32.8,0.0,,,SE,39.0,SE,SE,19.0,20.0,57.0,46.0,1010.1,1006.4,,,24.5,30.2,No,No,29,75
2017-01-04,PearceRAAF,15.6,44.5,0.0,,13.3,NNE,43.0,NNE,W,15.0,24.0,15.0,12.0,1007.6,1005.0,1.0,,35.2,39.6,No,No,29,75
2017-01-04,PerthAirport,19.8,43.3,0.0,12.6,13.3,ENE,39.0,ENE,WSW,19.0,15.0,17.0,10.0,1007.8,1005.3,1.0,1.0,34.5,38.1,No,No,29,75
2017-01-04,Perth,18.9,40.9,0.0,12.6,13.3,ENE,33.0,NE,W,20.0,15.0,19.0,12.0,1007.7,1005.2,1.0,1.0,34.1,38.0,No,No,29,75
2017-01-04,SalmonGums,14.9,37.4,0.0,,,SE,44.0,N,S,15.0,11.0,37.0,12.0,,,,,26.8,37.0,No,No,29,75
2017-01-04,Walpole,16.5,29.4,0.0,,,SSW,33.0,ESE,S,11.0,11.0,65.0,65.0,1011.7,1006.8,,,23.1,26.5,No,No,29,75
2017-01-04,Hobart,12.4,24.1,0.0,5.2,10.1,S,35.0,NNW,ESE,13.0,22.0,64.0,60.0,1024.0,1020.7,7.0,4.0,15.9,21.0,No,No,29,75
2017-01-04,Launceston,14.1,24.0,0.0,,,NNW,28.0,SSE,NW,7.0,11.0,78.0,59.0,,,8.0,8.0,17.6,22.8,No,No,29,75
2017-01-04,AliceSprings,18.5,36.4,0.0,11.4,,ESE,35.0,ESE,E,17.0,19.0,28.0,29.0,1006.4,1003.4,,,28.1,35.4,No,No,29,75
2017-01-04,Darwin,24.7,32.3,24.0,6.6,9.4,NW,50.0,NW,NNW,30.0,31.0,79.0,67.0,1002.4,1000.8,5.0,5.0,29.3,31.2,Yes,Yes,29,75
2017-01-04,Katherine,25.4,34.4,8.0,4.8,,N,35.0,N,NNW,19.0,20.0,70.0,,1002.7,1000.3,6.0,,29.1,,Yes,No,29,75
2017-01-04,Uluru,20.9,37.8,0.0,,,ESE,44.0,E,ENE,30.0,19.0,22.0,19.0,1007.5,1004.1,,,29.4,35.7,No,No,29,75
2017-01-05,Albury,18.0,33.5,0.0,,,SSE,35.0,ENE,N,11.0,7.0,48.0,30.0,1017.5,1013.1,,,24.3,32.4,No,No,28,80
2017-01-05,BadgerysCreek,17.6,27.0,,,,NNE,26.0,E,NE,6.0,9.0,86.0,98.0,1019.1,1017.1,,,20.4,21.0,,Yes,28,80
2017-01-05,Cobar,21.2,36.2,0.0,,,E,33.0,ENE,SSE,19.0,15.0,,,1013.4,1009.5,,3.0,26.7,33.3,No,No,28,80
2017-01-05,CoffsHarbour,18.3,25.4,3.6,,,SSW,39.0,WSW,SSW,13.0,13.0,92.0,82.0,1017.6,1015.4,8.0,8.0,20.2,24.0,Yes,Yes,28,80
2017-01-05,Moree,19.9,35.3,0.0,,,ENE,39.0,E,SSE,22.0,20.0,48.0,23.0,1015.1,1010.1,,3.0,25.2,34.2,No,No,28,80
2017-01-05,Newcastle,19.6,27.2,1.4,,,,,NE,,9.0,,90.0,,,,8.0,,22.2,,Yes,Yes,28,80
2017-01-05,NorahHead,20.2,26.0,2.4,,,E,35.0,E,SE,11.0,11.0,100.0,76.0,1018.8,1016.9,,,20.6,24.0,Yes,No,28,80
2017-01-05,NorfolkIsland,19.0,25.1,1.8,3.6,,E,52.0,E,E,22.0,33.0,75.0,70.0,1014.8,1013.7,8.0,4.0,23.8,23.4,Yes,Yes,28,80
2017-01-05,Penrith,18.7,25.5,0.4,,,ESE,22.0,SSW,ENE,4.0,15.0,82.0,78.0,,,,,21.3,23.3,No,Yes,28,80
2017-01-05,Richmond,18.6,24.3,0.2,4.4,,SE,24.0,SSE,E,6.0,11.0,86.0,84.0,1018.9,1016.7,8.0,8.0,20.7,22.4,No,Yes,28,80
2017-01-05,Sydney,19.6,24.3,5.0,6.0,0.5,ENE,30.0,NNE,E,7.0,20.0,89.0,69.0,1019.0,1017.2,8.0,7.0,20.5,22.6,Yes,Yes,28,80
2017-01-05,SydneyAirport,19.6,25.5,5.2,6.0,0.5,ENE,35.0,SSE,ENE,17.0,19.0,95.0,69.0,1018.9,1017.3,8.0,7.0,20.4,23.1,Yes,Yes,28,80
2017-01-05,WaggaWagga,17.8,32.9,0.0,10.8,,ENE,43.0,ENE,NE,24.0,13.0,51.0,22.0,1017.4,1012.8,,,22.1,32.3,No,No,28,80
2017-01-05,Williamtown,19.4,27.0,0.2,,,E,41.0,ESE,ESE,15.0,28.0,85.0,67.0,1018.3,1015.9,5.0,8.0,21.9,25.3,No,No,28,80
2017-01-05,Wollongong,18.8,23.2,1.6,,,NNE,33.0,SSW,NNE,7.0,15.0,91.0,91.0,1019.6,1017.6,7.0,8.0,20.0,21.0,Yes,Yes,28,80
2017-01-05,Canberra,11.2,29.9,0.0,,,SSW,54.0,SE,NE,9.0,15.0,68.0,33.0,1018.4,1014.0,4.0,1.0,18.5,28.6,No,Yes,28,80
2017-01-05,Tuggeranong,12.1,28.9,0.0,,,SSE,44.0,SSW,ENE,9.0,9.0,70.0,36.0,1018.1,1013.6,,,18.3,27.8,No,Yes,28,80
2017-01-05,MountGinini,5.7,19.6,0.0,,,SSE,35.0,E,E,7.0,9.0,68.0,52.0,,,,,14.4,18.3,No,Yes,28,80
2017-01-05,Ballarat,17.1,31.8,0.0,,,ESE,44.0,NNE,N,24.0,22.0,70.0,34.0,1016.8,1014.5,8.0,,19.3,29.2,No,No,28,80
2017-01-05,Bendigo,18.8,34.2,0.0,,,SE,31.0,ENE,SW,15.0,2.0,47.0,29.0,1016.6,1013.4,1.0,,23.9,31.5,No,No,28,80
2017-01-05,Sale,16.1,29.7,0.0,,,SSE,43.0,W,SSE,9.0,24.0,86.0,51.0,1017.1,1014.8,8.0,1.0,20.2,27.8,No,No,28,80
2017-01-05,MelbourneAirport,17.3,33.8,0.0,9.0,10.5,SSE,41.0,N,NW,24.0,17.0,47.0,26.0,1016.8,1013.2,6.0,2.0,24.7,32.7,No,No,28,80
2017-01-05,Melbourne,18.5,31.7,0.0,9.0,10.5,N,33.0,NNW,SW,19.0,9.0,51.0,39.0,1016.8,1013.5,6.0,2.0,24.9,30.8,No,No,28,80
2017-01-05,Mildura,23.9,33.9,0.0,,5.2,SSE,41.0,NE,SE,15.0,24.0,36.0,41.0,1012.6,1013.0,8.0,7.0,28.2,28.4,No,No,28,80
2017-01-05,Nhil,18.6,37.8,0.0,,,NNE,41.0,ENE,NE,19.0,7.0,40.0,22.0,1013.8,1010.8,,,26.7,35.4,No,No,28,80
2017-01-05,Portland,15.8,20.8,0.0,,,E,39.0,SE,SE,15.0,20.0,94.0,81.0,1016.8,1015.2,8.0,7.0,16.4,19.3,No,No,28,80
2017-01-05,Watsonia,18.5,33.5,0.0,9.0,10.5,SSW,35.0,SE,W,6.0,7.0,71.0,32.0,1017.0,1013.5,6.0,2.0,23.1,32.9,No,No,28,80
2017-01-05,Dartmoor,15.0,31.3,0.0,,,SE,39.0,SE,SE,11.0,15.0,87.0,49.0,1016.2,1013.2,,,18.4,29.8,No,No,28,80
2017-01-05,Brisbane,21.5,29.4,0.0,8.4,3.6,SSE,28.0,SE,E,7.0,13.0,58.0,61.0,1014.6,1011.9,6.0,6.0,27.0,27.2,No,No,28,80
2017-01-05,Cairns,24.6,30.5,29.6,,,W,35.0,ESE,NNE,9.0,13.0,83.0,83.0,1006.4,1002.8,7.0,8.0,28.1,28.5,Yes,Yes,28,80
2017-01-05,GoldCoast,21.9,29.9,0.0,,,SSE,43.0,S,SE,28.0,20.0,79.0,72.0,1015.0,1012.4,,,25.3,28.6,No,No,28,80
2017-01-05,Townsville,24.7,33.3,5.2,8.0,,ENE,33.0,SSW,ENE,13.0,26.0,72.0,64.0,1006.2,1002.2,8.0,8.0,28.8,31.9,Yes,Yes,28,80
2017-01-05,Adelaide,23.5,35.8,0.0,,,ESE,50.0,NE,E,6.0,9.0,35.0,33.0,1012.2,1009.5,,,29.7,34.9,No,No,28,80
2017-01-05,MountGambier,14.4,30.0,0.0,,,S,39.0,SSE,SSW,19.0,28.0,,72.0,1016.1,1012.7,8.0,,17.4,28.7,No,No,28,80
2017-01-05,Nuriootpa,20.4,34.8,0.0,11.4,11.0,SE,48.0,ESE,ESE,13.0,15.0,52.0,31.0,1012.4,1009.9,6.0,,24.1,32.2,No,No,28,80
2017-01-05,Woomera,23.8,41.2,0.0,,,E,59.0,SE,ENE,24.0,15.0,43.0,21.0,1009.6,1005.8,1.0,1.0,27.6,38.9,No,No,28,80
2017-01-05,Albany,18.0,23.8,0.0,,,,,SW,,19.0,,81.0,,1004.2,1000.7,1.0,,21.8,,No,No,28,80
2017-01-05,Witchcliffe,16.7,23.7,0.0,,,WSW,56.0,SW,WNW,13.0,20.0,65.0,59.0,1006.9,1005.3,,,20.3,23.1,No,Yes,28,80
2017-01-05,PearceRAAF,18.1,27.5,0.0,,8.3,SW,52.0,W,WSW,17.0,28.0,76.0,51.0,1007.7,1007.1,8.0,,21.5,25.3,No,No,28,80
2017-01-05,PerthAirport,20.6,25.6,0.0,11.8,8.3,SW,57.0,SW,WSW,20.0,30.0,71.0,54.0,1007.6,1007.5,7.0,5.0,22.0,23.9,No,No,28,80
2017-01-05,Perth,20.0,24.9,0.0,11.8,8.3,SW,48.0,W,WSW,11.0,19.0,76.0,59.0,1007.7,1007.6,7.0,5.0,20.8,23.4,No,No,28,80
2017-01-05,SalmonGums,16.8,41.6,0.0,,,SW,50.0,NNE,N,20.0,22.0,27.0,9.0,,,,,29.3,41.1,No,No,28,80
2017-01-05,Walpole,17.2,25.1,0.0,,,WSW,65.0,W,W,17.0,20.0,78.0,59.0,1004.9,1002.0,,,20.1,24.1,No,Yes,28,80
2017-01-05,Hobart,14.9,20.9,0.0,6.8,7.1,SSE,39.0,SE,SE,13.0,22.0,66.0,66.0,1021.1,1019.8,7.0,5.0,19.0,18.5,No,No,28,80
2017-01-05,Launceston,12.0,27.3,0.0,,,NNW,31.0,SE,NNW,7.0,7.0,66.0,43.0,,,,0.0,20.2,26.4,No,No,28,80
2017-01-05,AliceSprings,24.0,37.0,0.0,10.6,,E,61.0,ESE,ENE,11.0,15.0,50.0,34.0,1005.4,1002.0,,6.0,31.2,35.4,No,No,28,80
2017-01-05,Darwin,25.5,32.0,5.4,7.2,5.6,W,52.0,NNW,NW,19.0,19.0,93.0,85.0,1005.5,1004.0,6.0,5.0,25.5,28.8,Yes,Yes,28,80
2017-01-05,Katherine,25.8,34.7,0.0,4.0,,WNW,39.0,NW,NW,17.0,19.0,72.0,,1005.4,1002.2,3.0,,30.0,,No,No,28,80
2017-01-05,Uluru,23.0,39.9,0.0,,,E,50.0,ESE,ENE,30.0,17.0,19.0,18.0,1005.9,1002.2,,,32.8,37.9,No,No,28,80
